codprov,coddepto,codmuni,nomprov,nommuni,nomdepto
8,1,504,ENTRE RIOS,ALDEA MARIA LUISA,PARANA
8,1,505,ENTRE RIOS,ALDEA SAN RAFAEL,PARANA
8,1,508,ENTRE RIOS,ARROYO BURGOS,PARANA
8,1,523,ENTRE RIOS,CURTIEMBRE,PARANA
8,1,530,ENTRE RIOS,EL PALENQUE,PARANA
8,1,570,ENTRE RIOS,SANTA LUISA,PARANA
8,3,15,ENTRE RIOS,BOVRIL,LA PAZ
8,3,17,ENTRE RIOS,COLONIA CARRASCO,LA PAZ
8,3,82,ENTRE RIOS,SIR LEONARD,LA PAZ
8,3,85,ENTRE RIOS,LA PAZ,LA PAZ
8,3,113,ENTRE RIOS,OMBU-SAN RAMIREZ-LAS TOSCAS,LA PAZ
8,3,120,ENTRE RIOS,PIEDRAS BLANCAS,LA PAZ
8,3,122,ENTRE RIOS,ALCARAZ,LA PAZ
8,3,126,ENTRE RIOS,PUERTO ALGARROBO,LA PAZ
8,3,135,ENTRE RIOS,SAN GUSTAVO,LA PAZ
8,3,145,ENTRE RIOS,SANTA ELENA,LA PAZ
8,3,501,ENTRE RIOS,ALCARAZ NORTE,LA PAZ
8,3,516,ENTRE RIOS,COLONIA AVIGDOR,LA PAZ
8,3,521,ENTRE RIOS,COLONIA OFICIAL Nº 13-ESTAQUITAS,LA PAZ
8,3,531,ENTRE RIOS,EL QUEBRACHO,LA PAZ
8,3,532,ENTRE RIOS,EL SOLAR,LA PAZ
8,3,574,ENTRE RIOS,YACARE-COLONIA OFICIAL Nº 3 Y 14,LA PAZ
8,3,575,ENTRE RIOS,YESO OESTE-PICADA BERON,LA PAZ
8,4,4,ENTRE RIOS,ALDEA BRASILERA,DIAMANTE
8,4,5,ENTRE RIOS,ALDEA PROTESTANTE,DIAMANTE
8,4,6,ENTRE RIOS,ALDEA SALTO,DIAMANTE
8,4,32,ENTRE RIOS,COLONIA ENSAYO,DIAMANTE
8,4,39,ENTRE RIOS,COSTA GRANDE,DIAMANTE
8,4,49,ENTRE RIOS,DIAMANTE,DIAMANTE
8,4,67,ENTRE RIOS,GENERAL RAMIREZ,DIAMANTE
8,4,68,ENTRE RIOS,ALDEA GRAPSCHENTAL,DIAMANTE
8,4,81,ENTRE RIOS,ISLETAS,DIAMANTE
8,4,89,ENTRE RIOS,LAS CUEVAS,DIAMANTE
8,4,94,ENTRE RIOS,LIBERTADOR SAN MARTIN,DIAMANTE
8,4,123,ENTRE RIOS,ALDEA SPATZENKUTTER,DIAMANTE
8,4,168,ENTRE RIOS,VALLE MARIA,DIAMANTE
8,4,534,ENTRE RIOS,ESTANCIA RACEDO (EL CARMEN),DIAMANTE
8,4,536,ENTRE RIOS,ESTACION CAMPS,DIAMANTE
8,5,22,ENTRE RIOS,CHILCAS,VICTORIA
8,5,38,ENTRE RIOS,ANTELO,VICTORIA
8,5,76,ENTRE RIOS,HINOJAL,VICTORIA
8,5,108,ENTRE RIOS,MONTOYA,VICTORIA
8,5,115,ENTRE RIOS,DISTRITO PAJONAL,VICTORIA
8,5,129,ENTRE RIOS,RINCON DE NOGOYA,VICTORIA
8,5,130,ENTRE RIOS,RINCON DEL DOLL,VICTORIA
8,5,170,ENTRE RIOS,VICTORIA,VICTORIA
8,5,666,ENTRE RIOS,,VICTORIA
8,6,9,ENTRE RIOS,ALDEA SAN MIGUEL,NOGOYA
8,6,12,ENTRE RIOS,ARANGUREN,NOGOYA
8,6,14,ENTRE RIOS,BETBEDER,NOGOYA
8,6,23,ENTRE RIOS,DISTRITO CHIQUEROS,NOGOYA
8,6,44,ENTRE RIOS,CRUCESITAS TERCERA,NOGOYA
8,6,45,ENTRE RIOS,CRUCESITAS SEPTIMA,NOGOYA
8,6,46,ENTRE RIOS,CRUCESITAS OCTAVA,NOGOYA
8,6,52,ENTRE RIOS,DON CRISTOBAL PRIMERO,NOGOYA
8,6,53,ENTRE RIOS,DON CRISTOBAL SEGUNDO,NOGOYA
8,6,74,ENTRE RIOS,HERNANDEZ,NOGOYA
8,6,97,ENTRE RIOS,LUCAS GONZALEZ,NOGOYA
8,6,109,ENTRE RIOS,NOGOYA,NOGOYA
8,6,181,ENTRE RIOS,XX DE SEPTIEMBRE,NOGOYA
8,6,527,ENTRE RIOS,DISTRITO SAUCE,NOGOYA
8,6,541,ENTRE RIOS,FEBRE,NOGOYA
8,6,666,ENTRE RIOS,,NOGOYA
8,7,2,ENTRE RIOS,DISTRITO SEXTO COSTA DE NOGOYA,GUALEGUAY
8,7,64,ENTRE RIOS,GENERAL GALARZA,GUALEGUAY
8,7,69,ENTRE RIOS,GUALEGUAY,GUALEGUAY
8,7,502,ENTRE RIOS,ALDEA ASUNCION,GUALEGUAY
8,7,525,ENTRE RIOS,DISTRITO CUARTO,GUALEGUAY
8,7,538,ENTRE RIOS,ESTACION LAZO,GUALEGUAY
8,7,552,ENTRE RIOS,MONTE REDONDO,GUALEGUAY
8,7,556,ENTRE RIOS,PRIMER DISTRITO CUCHILLA,GUALEGUAY
8,7,559,ENTRE RIOS,PUNTA DEL MONTE,GUALEGUAY
8,7,560,ENTRE RIOS,QUINTO DISTRITO (G.),GUALEGUAY
8,8,101,ENTRE RIOS,MACIA,TALA
8,8,102,ENTRE RIOS,GOBERNADOR MANSILLA,TALA
8,8,132,ENTRE RIOS,ROSARIO DEL TALA,TALA
8,8,506,ENTRE RIOS,ALTAMIRANO SUR,TALA
8,8,509,ENTRE RIOS,ARROYO CLE,TALA
8,8,528,ENTRE RIOS,DURAZNO,TALA
8,8,535,ENTRE RIOS,ESTANCIA SOLA,TALA
8,8,543,ENTRE RIOS,GOBERNADOR ECHAGUE,TALA
8,8,544,ENTRE RIOS,GUARDAMONTE,TALA
8,8,549,ENTRE RIOS,LAS GUACHAS,TALA
8,8,553,ENTRE RIOS,LA OLLITA,TALA
8,8,572,ENTRE RIOS,SAUCE SUR,TALA
8,8,666,ENTRE RIOS,,TALA
8,9,1,ENTRE RIOS,1º DE MAYO,URUGUAY
8,9,13,ENTRE RIOS,BASAVILBASO,URUGUAY
8,9,18,ENTRE RIOS,CASEROS,URUGUAY
8,9,31,ENTRE RIOS,COLONIA ELIA,URUGUAY
8,9,35,ENTRE RIOS,CONCEPCION DEL URUGUAY,URUGUAY
8,9,75,ENTRE RIOS,HERRERA,URUGUAY
8,9,91,ENTRE RIOS,LAS MOSCAS,URUGUAY
8,9,93,ENTRE RIOS,ESTANCIA LIBAROS,URUGUAY
8,9,121,ENTRE RIOS,PRONUNCIAMIENTO,URUGUAY
8,9,131,ENTRE RIOS,ROCAMORA,URUGUAY
8,9,134,ENTRE RIOS,SAN CIPRIANO,URUGUAY
8,9,140,ENTRE RIOS,SAN JUSTO,URUGUAY
8,9,144,ENTRE RIOS,SANTA ANITA,URUGUAY
8,9,176,ENTRE RIOS,VILLA MANTERO,URUGUAY
8,9,511,ENTRE RIOS,ARROYO GENA,URUGUAY
8,9,551,ENTRE RIOS,LOS CEIBOS - SANTA ANA,URUGUAY
8,9,565,ENTRE RIOS,SAN MARCIAL,URUGUAY
8,9,666,ENTRE RIOS,,URUGUAY
8,10,7,ENTRE RIOS,ALDEA SAN ANTONIO,GUALEGUAYCHU
8,10,8,ENTRE RIOS,ALDEA SAN JUAN,GUALEGUAYCHU
8,10,16,ENTRE RIOS,PASTOR BRITOS,GUALEGUAYCHU
8,10,40,ENTRE RIOS,COSTA SAN ANTONIO,GUALEGUAYCHU
8,10,41,ENTRE RIOS,COSTA URUGUAY NORTE,GUALEGUAYCHU
8,10,42,ENTRE RIOS,COSTA URUGUAY SUR,GUALEGUAYCHU
8,10,48,ENTRE RIOS,CUCHILLA REDONDA,GUALEGUAYCHU
8,10,56,ENTRE RIOS,ENRIQUE CARBO (ALARCON),GUALEGUAYCHU
8,10,66,ENTRE RIOS,GILBERT,GUALEGUAYCHU
8,10,70,ENTRE RIOS,GUALEGUAYCHU,GUALEGUAYCHU
8,10,79,ENTRE RIOS,IRAZUSTA,GUALEGUAYCHU
8,10,88,ENTRE RIOS,LARROQUE,GUALEGUAYCHU
8,10,119,ENTRE RIOS,PERDICES,GUALEGUAYCHU
8,10,125,ENTRE RIOS,PUEBLO GENERAL BELGRANO,GUALEGUAYCHU
8,10,163,ENTRE RIOS,DISTRITO TALITAS,GUALEGUAYCHU
8,10,166,ENTRE RIOS,URDINARRAIN,GUALEGUAYCHU
8,10,537,ENTRE RIOS,ESTACION ESCRIñA,GUALEGUAYCHU
8,10,542,ENTRE RIOS,GENERAL ALMADA,GUALEGUAYCHU
8,10,550,ENTRE RIOS,LAS MERCEDES,GUALEGUAYCHU
8,10,563,ENTRE RIOS,RINCON DEL GATO,GUALEGUAYCHU
8,10,666,ENTRE RIOS,,GUALEGUAYCHU
8,11,19,ENTRE RIOS,CEIBAS,ISLAS DEL IBICUY
8,11,77,ENTRE RIOS,PUERTO IBICUY,ISLAS DEL IBICUY
8,11,105,ENTRE RIOS,MEDANOS,ISLAS DEL IBICUY
8,11,112,ENTRE RIOS,ÑANCAY,ISLAS DEL IBICUY
8,11,177,ENTRE RIOS,VILLA PARANACITO,ISLAS DEL IBICUY
8,11,666,ENTRE RIOS,,ISLAS DEL IBICUY
8,12,51,ENTRE RIOS,VILLA DOMINGUEZ,VILLAGUAY
8,12,78,ENTRE RIOS,INGENIERO SAJAROFF,VILLAGUAY
8,12,98,ENTRE RIOS,LUCAS NORTE,VILLAGUAY
8,12,99,ENTRE RIOS,LUCAS SUR PRIMERO,VILLAGUAY
8,12,100,ENTRE RIOS,LUCAS SUR SEGUNDO,VILLAGUAY
8,12,106,ENTRE RIOS,MOJONES NORTE,VILLAGUAY
8,12,107,ENTRE RIOS,MOJONES SUR,VILLAGUAY
8,12,137,ENTRE RIOS,JUBILEO,VILLAGUAY
8,12,171,ENTRE RIOS,VILLA CLARA,VILLAGUAY
8,12,179,ENTRE RIOS,VILLAGUAY,VILLAGUAY
8,12,513,ENTRE RIOS,COLONIA ADIVINOS,VILLAGUAY
8,12,539,ENTRE RIOS,ESTACION RAICES,VILLAGUAY
8,12,562,ENTRE RIOS,RAICES OESTE,VILLAGUAY
8,13,24,ENTRE RIOS,CLODOMIRO LEDESMA,CONCORDIA
8,13,27,ENTRE RIOS,COLONIA AYUI,CONCORDIA
8,13,36,ENTRE RIOS,CONCORDIA,CONCORDIA
8,13,60,ENTRE RIOS,ESTACION YERUA,CONCORDIA
8,13,61,ENTRE RIOS,ESTANCIA GRANDE,CONCORDIA
8,13,84,ENTRE RIOS,LA CRIOLLA,CONCORDIA
8,13,95,ENTRE RIOS,LOS CHARRUAS,CONCORDIA
8,13,110,ENTRE RIOS,NUEVA ESCOCIA,CONCORDIA
8,13,118,ENTRE RIOS,PEDERNAL,CONCORDIA
8,13,127,ENTRE RIOS,PUERTO YERUA,CONCORDIA
8,13,519,ENTRE RIOS,COLONIA GENERAL ROCA,CONCORDIA
8,13,533,ENTRE RIOS,EL REDOMON,CONCORDIA
8,13,540,ENTRE RIOS,ESTANCIA YUQUERI,CONCORDIA
8,13,564,ENTRE RIOS,SAN JUSTO (C.),CONCORDIA
8,14,37,ENTRE RIOS,CONSCRIPTO BERNARDI,FEDERAL
8,14,54,ENTRE RIOS,EL CIMARRON,FEDERAL
8,14,63,ENTRE RIOS,FEDERAL,FEDERAL
8,14,111,ENTRE RIOS,NUEVA VIZCAYA,FEDERAL
8,14,146,ENTRE RIOS,SAUCE DE LUNA,FEDERAL
8,14,510,ENTRE RIOS,ARROYO DEL MEDIO,FEDERAL
8,14,512,ENTRE RIOS,BANDERAS,FEDERAL
8,14,526,ENTRE RIOS,DISTRITO DIEGO LOPEZ,FEDERAL
8,14,529,ENTRE RIOS,EL GATO - LOMA LIMPIA,FEDERAL
8,14,555,ENTRE RIOS,PASO DUARTE,FEDERAL
8,14,569,ENTRE RIOS,SANTA LUCIA,FEDERAL
8,14,666,ENTRE RIOS,,FEDERAL
8,15,25,ENTRE RIOS,COLON,COLON
8,15,83,ENTRE RIOS,LA CLARITA,COLON
8,15,138,ENTRE RIOS,SAN JOSE,COLON
8,15,165,ENTRE RIOS,UBAJAY,COLON
8,15,173,ENTRE RIOS,VILLA ELISA,COLON
8,15,507,ENTRE RIOS,ARROYO BARU,COLON
8,15,515,ENTRE RIOS,COLONIA ANSELMO,COLON
8,15,518,ENTRE RIOS,COLONIA EL CARMEN,COLON
8,15,520,ENTRE RIOS,COLONIA HOCKER,COLON
8,15,557,ENTRE RIOS,PUEBLO CAZES-HAMBIS,COLON
8,15,558,ENTRE RIOS,PUEBLO LIEBIG,COLON
8,15,561,ENTRE RIOS,QUINTO DISTRITO (II),COLON
8,15,566,ENTRE RIOS,SAN MIGUEL,COLON
8,15,571,ENTRE RIOS,SANTA ROSA,COLON
8,15,573,ENTRE RIOS,SEXTO DISTRITO,COLON
8,16,139,ENTRE RIOS,SAN JOSE DE FELICIANO,FELICIANO
8,16,524,ENTRE RIOS,DISTRITO CHAñAR,FELICIANO
8,16,545,ENTRE RIOS,LA ESMERALDA,FELICIANO
8,16,548,ENTRE RIOS,LAGUNA BENITEZ,FELICIANO
8,16,554,ENTRE RIOS,LA VERBENA-LA HIERRA,FELICIANO
8,16,568,ENTRE RIOS,SAN VICTOR,FELICIANO
8,17,21,ENTRE RIOS,CHAJARI,FEDERACION
8,17,62,ENTRE RIOS,FEDERACION,FEDERACION
8,17,71,ENTRE RIOS,GUALEGUAYCITO,FEDERACION
8,17,96,ENTRE RIOS,LOS CONQUISTADORES,FEDERACION
8,17,136,ENTRE RIOS,SAN JAIME DE LA FRONTERA,FEDERACION
8,17,141,ENTRE RIOS,SAN ROQUE,FEDERACION
8,17,143,ENTRE RIOS,SANTA ANA,FEDERACION
8,17,172,ENTRE RIOS,VILLA DEL ROSARIO,FEDERACION
8,17,514,ENTRE RIOS,COLONIA ALEMANA,FEDERACION
8,17,522,ENTRE RIOS,COLONIA TUNAS,FEDERACION
8,17,546,ENTRE RIOS,LA FLORIDA,FEDERACION
8,17,547,ENTRE RIOS,LA FRATERNIDAD Y SANTA JUANA,FEDERACION
8,17,567,ENTRE RIOS,SAN RAMON,FEDERACION
8,17,666,ENTRE RIOS,,FEDERACION
8,18,33,ENTRE RIOS,COLONIA OFICIAL Nº 5,SAN SALVADOR
8,18,65,ENTRE RIOS,GENERAL CAMPOS,SAN SALVADOR
8,18,142,ENTRE RIOS,SAN SALVADOR,SAN SALVADOR
8,18,180,ENTRE RIOS,WALTER MOSS,SAN SALVADOR
8,18,517,ENTRE RIOS,COLONIA BAYLINA,SAN SALVADOR
8,18,666,ENTRE RIOS,,SAN SALVADOR
9,1,8,FORMOSA,FORMOSA,FORMOSA
9,1,503,FORMOSA,COLONIA PASTORIL,FORMOSA
9,1,508,FORMOSA,GRAN GUARDIA,FORMOSA
9,1,512,FORMOSA,MOJON DE FIERRO,FORMOSA
9,1,517,FORMOSA,SAN HILARIO,FORMOSA
9,2,10,FORMOSA,GENERAL LUCIO V. MANSILLA,LAISHI
9,2,14,FORMOSA,HERRADURA,LAISHI
9,2,23,FORMOSA,MISION LAISHI,LAISHI
9,2,36,FORMOSA,VILLA ESCOLAR,LAISHI
9,2,666,FORMOSA,,LAISHI
9,3,2,FORMOSA,CLORINDA,PILCOMAYO
9,3,17,FORMOSA,LAGUNA BLANCA,PILCOMAYO
9,3,18,FORMOSA,LAGUNA NAICK NECK,PILCOMAYO
9,3,29,FORMOSA,RIACHO HE-HE,PILCOMAYO
9,3,513,FORMOSA,PALMA SOLA,PILCOMAYO
9,3,519,FORMOSA,SIETE PALMAS,PILCOMAYO
9,3,666,FORMOSA,,PILCOMAYO
9,4,5,FORMOSA,EL COLORADO,PIRANE
9,4,22,FORMOSA,MAYOR VICENTE E. VILLAFAñE,PIRANE
9,4,25,FORMOSA,PALO SANTO,PIRANE
9,4,26,FORMOSA,PIRANE,PIRANE
9,4,35,FORMOSA,VILLA DOS TRECE,PIRANE
9,4,666,FORMOSA,,PIRANE
9,5,6,FORMOSA,EL ESPINILLO,PILAGAS
9,5,24,FORMOSA,MISION TACAAGLE,PILAGAS
9,5,502,FORMOSA,BUENA VISTA,PILAGAS
9,5,510,FORMOSA,LAGUNA GALLO,PILAGAS
9,5,521,FORMOSA,TRES LAGUNAS,PILAGAS
9,6,4,FORMOSA,COMANDANTE FONTANA,PATIñO
9,6,7,FORMOSA,ESTANISLAO DEL CAMPO,PATIñO
9,6,11,FORMOSA,GENERAL MANUEL BELGRANO,PATIñO
9,6,15,FORMOSA,IBARRETA,PATIñO
9,6,20,FORMOSA,LAS LOMITAS,PATIñO
9,6,28,FORMOSA,POZO DEL TIGRE,PATIñO
9,6,31,FORMOSA,POSTA SAN MARTIN 2,PATIñO
9,6,37,FORMOSA,VILLA GENERAL GüEMES,PATIñO
9,6,501,FORMOSA,BARTOLOME DE LAS CASAS,PATIñO
9,6,505,FORMOSA,EL RECREO,PATIñO
9,6,506,FORMOSA,FORTIN LUGONES,PATIñO
9,6,507,FORMOSA,FORTIN SARGENTO 1º LEYES,PATIñO
9,6,509,FORMOSA,JUAN G. BAZAN,PATIñO
9,6,514,FORMOSA,POSTA CAMBIO ZALAZAR,PATIñO
9,6,518,FORMOSA,SAN MARTIN I,PATIñO
9,6,520,FORMOSA,SUBTENIENTE PERIN,PATIñO
9,6,666,FORMOSA,,PATIñO
9,7,19,FORMOSA,LAGUNA YEMA,BERMEJO
9,7,511,FORMOSA,LOS CHIRIGUANOS,BERMEJO
9,7,515,FORMOSA,POZO DE MAZA,BERMEJO
9,7,516,FORMOSA,POZO DEL MORTERO,BERMEJO
9,7,666,FORMOSA,,BERMEJO
9,8,16,FORMOSA,INGENIERO JUAREZ,MATACOS
9,9,12,FORMOSA,GENERAL MOSCONI,RAMON LISTA
9,9,504,FORMOSA,EL POTRILLO,RAMON LISTA
10,1,47,JUJUY,SAN SALVADOR DE JUJUY,GENERAL BELGRANO
10,1,58,JUJUY,YALA,GENERAL BELGRANO
10,2,33,JUJUY,PALPALA,PALPALA
10,3,44,JUJUY,SAN ANTONIO,SAN ANTONIO
10,4,4,JUJUY,AGUAS CALIENTES,EL CARMEN
10,4,16,JUJUY,EL CARMEN,EL CARMEN
10,4,31,JUJUY,MONTERRICO,EL CARMEN
10,4,34,JUJUY,PAMPA BLANCA,EL CARMEN
10,4,36,JUJUY,PERICO,EL CARMEN
10,4,38,JUJUY,PUESTO VIEJO,EL CARMEN
10,5,5,JUJUY,ARRAYANAL,SAN PEDRO
10,5,25,JUJUY,LA ESPERANZA,SAN PEDRO
10,5,26,JUJUY,LA MENDIETA,SAN PEDRO
10,5,42,JUJUY,RODEITO,SAN PEDRO
10,5,46,JUJUY,SAN PEDRO DE JUJUY,SAN PEDRO
10,5,501,JUJUY,ROSARIO DE RIO GRANDE,SAN PEDRO
10,6,18,JUJUY,EL FUERTE,SANTA BARBARA
10,6,19,JUJUY,EL PIQUETE,SANTA BARBARA
10,6,20,JUJUY,EL TALAR,SANTA BARBARA
10,6,32,JUJUY,PALMA SOLA,SANTA BARBARA
10,6,50,JUJUY,SANTA CLARA,SANTA BARBARA
10,6,56,JUJUY,VINALITO,SANTA BARBARA
10,7,7,JUJUY,CAIMANCITO,LEDESMA
10,7,8,JUJUY,CALILEGUA,LEDESMA
10,7,21,JUJUY,FRAILE PINTADO,LEDESMA
10,7,28,JUJUY,LIBERTADOR GENERAL SAN MARTIN,LEDESMA
10,7,60,JUJUY,YUTO,LEDESMA
10,8,10,JUJUY,CASPALA,VALLE GRANDE
10,8,35,JUJUY,PAMPICHUELA,VALLE GRANDE
10,8,45,JUJUY,SAN FRANCISCO,VALLE GRANDE
10,8,48,JUJUY,SANTA ANA,VALLE GRANDE
10,8,55,JUJUY,VALLE GRANDE,VALLE GRANDE
10,9,40,JUJUY,PURMAMARCA,TUMBAYA
10,9,54,JUJUY,TUMBAYA,TUMBAYA
10,9,57,JUJUY,VOLCAN,TUMBAYA
10,10,23,JUJUY,HUACALERA,TILCARA
10,10,29,JUJUY,MAIMARA,TILCARA
10,10,52,JUJUY,TILCARA,TILCARA
10,11,15,JUJUY,EL AGUILAR,HUMAHUACA
10,11,22,JUJUY,HIPOLITO YRIGOYEN,HUMAHUACA
10,11,24,JUJUY,HUMAHUACA,HUMAHUACA
10,11,53,JUJUY,TRES CRUCES,HUMAHUACA
10,12,1,JUJUY,ABDON CASTRO TOLAY,COCHINOCA
10,12,2,JUJUY,ABRA PAMPA,COCHINOCA
10,12,3,JUJUY,ABRALAITE,COCHINOCA
10,12,37,JUJUY,PUESTO DEL MARQUES,COCHINOCA
10,13,30,JUJUY,MINA PIRQUITAS,RINCONADA
10,13,41,JUJUY,RINCONADA,RINCONADA
10,14,12,JUJUY,CIENEGUILLAS,SANTA CATALINA
10,14,14,JUJUY,CUSI CUSI,SANTA CATALINA
10,14,49,JUJUY,SANTA CATALINA,SANTA CATALINA
10,15,6,JUJUY,BARRIOS,YAVI
10,15,9,JUJUY,CANGREJILLOS,YAVI
10,15,17,JUJUY,EL CONDOR,YAVI
10,15,27,JUJUY,LA QUIACA,YAVI
10,15,39,JUJUY,PUMAHUASI,YAVI
10,15,59,JUJUY,YAVI,YAVI
10,16,11,JUJUY,CATUA,SUSQUES
10,16,13,JUJUY,CORANZULI,SUSQUES
10,16,51,JUJUY,SUSQUES,SUSQUES
11,1,23,LA PAMPA,DOBLAS,ATREUCO
11,1,45,LA PAMPA,MACACHIN,ATREUCO
11,1,50,LA PAMPA,MIGUEL RIGLOS,ATREUCO
11,1,63,LA PAMPA,ROLON,ATREUCO
11,1,72,LA PAMPA,TOMAS MANUEL ANCHORENA,ATREUCO
11,2,8,LA PAMPA,ANGUIL,CAPITAL
11,2,66,LA PAMPA,SANTA ROSA,CAPITAL
11,3,37,LA PAMPA,LA ADELA,CALEU CALEU
11,4,15,LA PAMPA,CATRILO,CATRILO
11,4,42,LA PAMPA,LONQUIMAY,CATRILO
11,4,75,LA PAMPA,URIBURU,CATRILO
11,5,65,LA PAMPA,SANTA ISABEL,CHALILEO
11,6,11,LA PAMPA,BERNARDO LARROUDE,CHAPALEUFU
11,6,16,LA PAMPA,CEBALLOS,CHAPALEUFU
11,6,18,LA PAMPA,CORONEL HILARIO LAGOS,CHAPALEUFU
11,6,35,LA PAMPA,INTENDENTE ALVEAR,CHAPALEUFU
11,6,76,LA PAMPA,VERTIZ,CHAPALEUFU
11,7,5,LA PAMPA,ALGARROBO DEL AGUILA,CHICAL-CO
11,7,38,LA PAMPA,LA HUMADA,CHICAL-CO
11,8,21,LA PAMPA,CONHELLO,CONHELO
11,8,25,LA PAMPA,EDUARDO CASTEX,CONHELO
11,8,47,LA PAMPA,MAURICIO MAYER,CONHELO
11,8,51,LA PAMPA,MONTE NIEVAS,CONHELO
11,8,64,LA PAMPA,RUCANELO,CONHELO
11,8,79,LA PAMPA,WINIFREDA,CONHELO
11,9,28,LA PAMPA,GOBERNADOR DUVAL,CURACO
11,9,55,LA PAMPA,PUELCHES,CURACO
11,10,6,LA PAMPA,ALPACHIRI,GUATRACHE
11,10,30,LA PAMPA,GENERAL MANUEL CAMPOS,GUATRACHE
11,10,33,LA PAMPA,GUATRACHE,GUATRACHE
11,10,53,LA PAMPA,PERU,GUATRACHE
11,10,67,LA PAMPA,COLONIA SANTA TERESA,GUATRACHE
11,11,12,LA PAMPA,BERNASCONI,HUCAL
11,11,32,LA PAMPA,GENERAL SAN MARTIN,HUCAL
11,11,36,LA PAMPA,JACINTO ARAUZ,HUCAL
11,12,14,LA PAMPA,CARRO QUEMADO,LOVENTUE
11,12,43,LA PAMPA,LOVENTUE,LOVENTUE
11,12,44,LA PAMPA,LUAN TORO,LOVENTUE
11,12,70,LA PAMPA,TELEN,LOVENTUE
11,12,77,LA PAMPA,VICTORICA,LOVENTUE
11,13,22,LA PAMPA,CUCHILLO CO,LIHUEL CALEL
11,14,40,LA PAMPA,LA REFORMA,LIMAY MAHUIDA
11,14,41,LA PAMPA,LIMAY MAHUIDA,LIMAY MAHUIDA
11,15,4,LA PAMPA,AGUSTONI,MARACO
11,15,24,LA PAMPA,DORILA,MARACO
11,15,31,LA PAMPA,GENERAL PICO,MARACO
11,15,69,LA PAMPA,SPELUZZI,MARACO
11,16,1,LA PAMPA,25 DE MAYO,PUELEN
11,16,56,LA PAMPA,PUELEN,PUELEN
11,17,19,LA PAMPA,COLONIA BARON,QUEMU QUEMU
11,17,49,LA PAMPA,MIGUEL CANE,QUEMU QUEMU
11,17,58,LA PAMPA,QUEMU QUEMU,QUEMU QUEMU
11,17,62,LA PAMPA,RELMO,QUEMU QUEMU
11,17,78,LA PAMPA,VILLA MIRASOL,QUEMU QUEMU
11,18,13,LA PAMPA,CALEUFU,RANCUL
11,18,39,LA PAMPA,LA MARUJA,RANCUL
11,18,52,LA PAMPA,PARERA,RANCUL
11,18,54,LA PAMPA,PICHI HUINCA,RANCUL
11,18,59,LA PAMPA,QUETREQUEN,RANCUL
11,18,60,LA PAMPA,RANCUL,RANCUL
11,19,3,LA PAMPA,ADOLFO VAN PRAET,REALICO
11,19,7,LA PAMPA,ALTA ITALIA,REALICO
11,19,26,LA PAMPA,EMBAJADOR MARTINI,REALICO
11,19,27,LA PAMPA,FALUCHO,REALICO
11,19,34,LA PAMPA,INGENIERO LUIGGI,REALICO
11,19,46,LA PAMPA,MAISONNAVE,REALICO
11,19,61,LA PAMPA,REALICO,REALICO
11,20,71,LA PAMPA,TOAY,TOAY
11,20,501,LA PAMPA,LUAN TORO (T.),TOAY
11,20,502,LA PAMPA,ATALIVA ROCA (T.),TOAY
11,21,9,LA PAMPA,ARATA,TRENEL
11,21,48,LA PAMPA,METILEO,TRENEL
11,21,73,LA PAMPA,TRENEL,TRENEL
11,22,10,LA PAMPA,ATALIVA ROCA,UTRACAN
11,22,17,LA PAMPA,CHACHARRAMENDI,UTRACAN
11,22,20,LA PAMPA,COLONIA SANTA MARIA,UTRACAN
11,22,29,LA PAMPA,GENERAL ACHA,UTRACAN
11,22,57,LA PAMPA,QUEHUE,UTRACAN
11,22,74,LA PAMPA,UNANUE,UTRACAN
12,1,14,LA RIOJA,LA RIOJA,CAPITAL
12,2,17,LA RIOJA,SANAGASTA,SANAGASTA
12,3,2,LA RIOJA,CASTRO BARROS,CASTRO BARROS
12,4,1,LA RIOJA,ARAUCO,ARAUCO
12,5,16,LA RIOJA,SAN BLAS DE LOS SAUCES,SAN BLAS DE LOS SAUCES
12,6,5,LA RIOJA,CHILECITO,CHILECITO
12,7,6,LA RIOJA,FAMATINA,FAMATINA
12,8,3,LA RIOJA,CORONEL FELIPE VARELA,FELIPE VARELA
12,9,10,LA RIOJA,GENERAL LAMADRID,GENERAL LAMADRID
12,10,18,LA RIOJA,VINCHINA,VINCHINA
12,11,13,LA RIOJA,INDEPENDENCIA,INDEPENDENCIA
12,12,4,LA RIOJA,CHAMICAL,CHAMICAL
12,13,7,LA RIOJA,GENERAL ANGEL VICENTE PEñALOZA,ANGEL VICENTE PEñALOZA
12,14,8,LA RIOJA,GENERAL BELGRANO,GENERAL BELGRANO
12,15,9,LA RIOJA,GENERAL JUAN FACUNDO QUIROGA,JUAN FACUNDO QUIROGA
12,16,11,LA RIOJA,GENERAL OCAMPO,GENERAL ORTIZ DE OCAMPO
12,17,15,LA RIOJA,ROSARIO VERA PEñALOZA,ROSARIO VERA PEñALOZA
